Attrition,DailyRate,Education,EmployeeNumber,EnvironmentSatisfaction,HourlyRate,JobInvolvement,JobSatisfaction,MonthlyRate,NumCompaniesWorked,PercentSalaryHike,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsInCurrentRole,YearsSinceLastPromotion,Research & Development,Life Sciences,Marketing,Medical,Other,Technical Degree,Travel_Rarely,Male,Human Resources,Laboratory Technician,Manager,Manufacturing Director,Research Director,Research Scientist,Sales Representative,Married,Single,within 10km,>10km,old,avg_work_years
0,433,3,1152,3,37,4,3,6004,1,13,4,1,7,2,4,6,5,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,7.0
0,773,3,1154,3,39,2,3,22088,1,14,4,1,3,2,3,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,3.0
1,247,1,1156,3,80,3,3,13556,1,12,4,0,0,0,3,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0.0
1,603,4,1157,1,77,3,1,18385,0,17,1,0,6,3,3,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0.0
0,167,4,1158,2,46,3,4,9051,3,11,1,1,6,4,3,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,1,2.0
1,874,3,1160,3,72,3,3,6233,1,12,3,1,2,5,2,2,2,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,2.0
0,367,2,1161,3,52,2,4,17171,7,13,3,2,9,2,3,2,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1.2857142857142858
0,199,3,1162,4,55,2,3,7950,1,13,3,1,4,0,3,2,2,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,4.0
0,1400,1,1163,2,70,3,3,5829,1,20,1,0,6,3,2,5,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,6.0
0,528,4,1164,3,100,3,3,7108,1,17,2,0,6,2,1,4,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,6.0
1,408,1,1165,4,45,2,1,11162,1,13,1,1,11,3,1,8,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,11.0
0,593,4,1166,2,88,3,3,13782,9,17,3,0,20,3,2,7,2,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,2.2222222222222223
1,481,3,1167,3,44,3,1,2447,0,12,2,0,22,2,2,9,13,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0.0
0,647,4,1171,2,45,3,1,2253,7,13,4,0,9,3,4,4,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,1.2857142857142858
0,982,4,1172,4,58,2,3,16340,6,12,2,1,10,2,3,0,1,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1.6666666666666667
0,477,3,1173,4,49,3,2,6409,8,22,4,0,6,2,3,3,1,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0.75
1,1485,1,1175,3,79,3,4,22955,1,11,4,0,1,4,2,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1.0
0,1384,4,1177,1,82,4,4,13421,1,22,2,1,8,2,3,7,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,8.0
0,852,3,1179,3,72,2,3,2706,1,18,1,1,10,3,3,3,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,10.0
0,902,2,1180,3,92,2,4,21203,3,13,4,1,16,3,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,5.333333333333333
0,819,3,1182,3,44,2,2,19588,2,18,2,1,15,2,4,7,6,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,7.5
0,669,3,1184,4,97,2,1,25755,0,20,3,0,14,3,3,9,4,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0
0,636,4,1185,4,47,2,4,26537,1,13,2,1,2,2,4,2,2,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,2.0
1,1372,3,1188,1,85,1,3,9489,8,13,2,0,7,2,2,3,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0.875
0,862,1,1190,3,76,3,1,14947,1,12,3,3,1,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0
0,718,4,1191,4,92,3,1,18575,4,13,4,1,28,2,3,2,4,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,7.0
0,1401,1,1192,2,54,3,4,26342,1,13,1,1,10,5,3,8,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,10.0
0,645,2,1193,3,54,3,1,7172,1,25,3,0,1,4,3,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,1.0
0,1457,3,1195,1,83,3,3,20100,4,19,3,1,7,2,2,2,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1.75
0,977,3,1196,4,56,2,4,9961,1,13,2,1,14,2,2,8,3,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,14.0
0,805,3,1198,1,87,2,3,12828,1,12,1,0,2,2,2,2,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,2.0
1,1097,4,1200,3,96,3,3,10826,1,11,3,0,6,4,3,4,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,1,6.0
0,1223,2,1201,4,50,3,3,18640,3,18,2,1,26,6,3,7,4,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,8.666666666666666
0,942,1,1202,2,69,1,4,26933,0,18,1,1,6,2,2,4,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0.0
1,1256,4,1203,3,48,2,4,4223,0,11,2,1,1,5,3,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0.0
0,1402,3,1204,3,69,3,1,24097,8,23,1,0,28,2,3,15,15,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,3.5
0,111,3,1206,4,74,1,3,4279,2,13,4,0,6,3,3,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,3.0
0,147,3,1207,2,99,3,3,8429,1,13,4,1,5,2,3,4,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,5.0
1,906,2,1210,1,95,2,1,20293,6,17,1,1,5,2,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0.8333333333333334
0,1329,4,1211,3,61,3,1,13192,8,19,3,3,8,3,3,3,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1.0
0,1184,4,1212,2,62,3,2,25440,5,12,4,3,5,2,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1.0
0,1421,3,1215,4,30,3,1,9490,2,22,3,1,32,3,3,2,2,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,16.0
0,1179,4,1216,4,78,2,1,12449,1,12,3,3,6,2,3,5,3,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,6.0
0,1450,2,1217,4,52,3,2,10849,5,11,1,1,25,2,3,2,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,1,5.0
0,1361,4,1218,3,94,3,1,21026,3,15,4,3,15,2,3,7,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,5.0
1,984,2,1219,4,97,3,2,3372,1,13,1,1,1,3,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1.0
0,1146,3,1220,2,82,3,3,4905,1,12,1,1,10,3,2,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,10.0
0,917,4,1221,3,60,1,3,6865,1,14,3,1,7,4,3,7,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,7.0
0,853,4,1224,3,49,3,3,11309,1,13,1,3,10,4,2,7,8,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,10.0
0,200,4,1225,4,32,3,4,7744,1,25,2,0,20,3,3,11,13,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,1,1,20.0
0,654,3,1226,3,43,4,4,5050,1,17,4,0,2,2,3,1,2,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,2.0
0,150,4,1228,4,60,3,4,17433,2,11,3,1,12,3,2,3,1,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,6.0
0,179,5,1231,4,79,4,1,12858,7,16,1,1,10,3,4,3,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1.4285714285714286
0,696,4,1233,2,52,4,4,10893,0,18,2,1,12,3,3,7,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0.0
0,116,3,1234,3,77,2,2,7331,1,20,3,1,2,2,3,2,2,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,2.0
0,1316,2,1235,4,38,3,3,2338,4,14,4,0,10,2,3,7,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2.5
0,363,3,1237,3,77,1,1,4235,2,21,3,1,17,2,3,7,7,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,8.5
0,117,3,1238,1,60,3,4,6311,0,13,2,1,15,5,3,10,4,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0.0
0,107,3,1239,2,84,2,2,11591,7,12,2,1,7,2,4,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1.0
0,1356,4,1240,3,57,3,4,20623,0,14,2,0,5,4,3,3,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0.0
0,1465,3,1241,4,63,3,2,9369,0,21,1,1,12,2,3,9,5,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0.0
0,458,5,1242,1,60,3,1,23281,3,17,3,0,20,6,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,6.666666666666667
0,1212,2,1243,3,78,2,4,13755,4,11,2,1,16,6,2,2,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,4.0
0,1103,3,1244,1,42,3,1,14377,1,14,4,2,9,3,2,7,6,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,9.0
0,966,4,1245,4,53,3,3,9659,7,17,1,1,33,2,1,4,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4.714285714285714
0,1117,1,1246,1,72,4,4,19982,1,13,4,1,10,5,3,5,7,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,10.0
1,504,3,1248,1,96,2,2,6148,1,25,2,0,1,2,4,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1.0
0,1010,3,1249,1,97,3,4,5598,1,15,1,3,3,5,3,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3.0
0,685,3,1250,4,85,3,4,23474,3,14,1,0,36,2,3,9,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,12.0
0,1332,2,1251,3,80,3,1,17089,1,12,4,0,6,2,2,5,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,6.0
0,1062,3,1252,3,96,2,1,17198,1,19,2,0,10,2,3,9,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,10.0
0,326,3,1254,3,48,2,4,16490,5,17,4,0,13,2,3,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,2.6
0,920,3,1255,3,96,1,4,18625,3,14,2,1,25,2,3,7,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,8.333333333333334
0,1098,2,1256,1,85,2,3,12124,2,13,3,1,23,2,4,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,1,11.5
0,469,3,1257,3,46,3,2,9256,1,12,3,0,12,2,2,10,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,12.0
0,969,2,1258,4,76,4,2,16620,5,11,3,0,7,4,2,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,1.4
0,1167,2,1259,1,76,3,3,3208,1,11,2,3,5,2,3,3,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,5.0
0,1329,3,1260,3,82,3,4,4204,1,11,2,2,6,2,3,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,6.0
0,715,3,1263,4,76,2,4,8733,6,12,3,0,25,3,4,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,4.166666666666667
0,694,3,1264,4,87,2,4,3423,3,14,2,2,9,2,2,7,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3.0
0,1320,3,1265,3,89,4,3,21643,0,17,4,0,2,5,2,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0.0
0,1099,3,1267,2,88,3,2,8751,7,11,3,1,26,5,3,9,3,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,1,3.7142857142857144
0,536,5,1268,4,82,4,3,21708,0,14,4,2,10,3,3,8,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0.0
0,265,3,1269,2,57,4,4,21221,1,12,4,0,1,2,3,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1.0
0,373,2,1270,4,47,3,3,16901,1,22,4,1,1,2,3,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1.0
1,599,1,1273,3,73,1,4,8040,1,14,4,0,1,4,3,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1.0
0,583,2,1275,3,53,3,4,9973,1,20,2,0,8,2,2,5,2,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,8.0
1,1449,3,1277,1,94,1,2,2493,2,16,1,0,26,2,3,10,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,13.0
0,177,1,1278,4,37,2,2,25592,1,15,4,1,34,3,3,9,15,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,34.0
1,251,2,1279,1,45,2,3,25308,1,20,3,0,2,2,1,2,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,2.0
0,168,2,1280,4,33,2,2,9946,2,14,3,1,26,2,3,4,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,13.0
0,131,3,1281,3,86,3,1,6039,0,12,4,0,4,3,3,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0
0,237,3,1282,4,83,3,2,19196,4,24,1,1,31,5,2,10,11,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,7.75
0,1429,4,1283,4,67,3,4,20002,6,12,4,0,25,6,2,7,5,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,1,4.166666666666667
0,135,3,1285,3,46,3,2,22534,4,13,3,2,15,2,4,8,5,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3.75
0,791,4,1286,4,44,3,3,6842,0,11,3,0,5,2,2,2,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0.0
0,1199,2,1288,3,92,4,1,17477,1,14,4,2,26,4,2,9,14,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,26.0
0,648,3,1289,3,56,2,2,21833,4,11,4,2,14,5,4,9,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,3.5
0,735,1,1291,3,66,3,3,6020,0,14,4,0,4,3,3,2,2,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0.0
0,603,4,1292,2,78,4,2,5628,6,16,4,0,18,2,3,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,3.0
0,531,4,1293,4,56,2,4,20364,3,14,4,0,23,3,4,7,15,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,7.666666666666667
0,429,4,1294,3,53,3,2,2323,9,11,4,0,18,2,3,14,5,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,2.0
1,621,3,1295,1,73,3,4,14075,1,11,4,1,10,2,3,7,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,10.0
0,193,3,1296,4,52,2,4,14222,1,12,2,1,2,2,3,2,2,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,2.0
0,968,2,1297,2,40,2,3,4257,0,14,2,0,8,6,2,0,7,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0.0
0,879,2,1298,3,72,3,3,12858,7,18,3,0,10,3,3,4,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1.4285714285714286
1,806,3,1299,2,39,3,3,17285,3,13,1,2,10,2,3,7,7,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,3.3333333333333335
0,640,3,1301,4,84,3,1,4732,2,11,2,0,5,2,2,2,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,2.5
0,266,3,1303,4,40,3,2,18830,1,18,4,0,2,3,2,2,2,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,2.0
0,604,3,1304,3,56,4,4,11693,1,15,3,2,10,4,4,7,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,10.0
0,364,3,1306,2,83,3,2,13035,3,22,3,0,22,4,3,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,7.333333333333333
0,412,4,1307,3,94,2,2,17334,6,13,4,2,21,4,3,9,15,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,3.5
0,848,4,1308,1,88,3,3,26076,1,12,4,2,2,3,3,2,2,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,2.0
1,1089,2,1309,4,79,3,3,22845,1,18,1,1,10,3,3,4,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,10.0
1,360,3,1310,3,93,3,1,22154,0,13,1,0,6,2,3,2,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0.0
0,1138,3,1311,1,48,2,4,23631,0,12,1,1,10,6,3,2,6,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0.0
0,325,4,1312,4,63,3,3,5747,3,12,1,0,10,0,3,7,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,3.3333333333333335
0,991,2,1314,4,44,3,1,22957,6,12,3,0,10,3,4,6,5,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1.6666666666666667
0,1476,3,1315,3,55,1,4,16392,0,11,1,3,10,6,3,8,7,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.0
0,1322,3,1317,4,43,3,1,22422,4,11,2,0,25,2,3,2,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,6.25
1,299,4,1318,4,57,2,2,17235,2,12,3,0,9,2,3,4,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,4.5
1,1030,3,1319,2,64,3,2,21534,9,19,3,0,10,2,2,7,7,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,1.1111111111111112
0,634,4,1321,2,95,3,1,25927,1,23,4,2,9,2,3,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,9.0
0,524,2,1322,1,32,3,3,13352,0,11,1,0,9,6,3,7,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0.0
0,587,4,1324,4,57,3,3,8935,1,19,1,1,10,5,2,8,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0
0,256,2,1329,3,40,1,2,22074,1,13,1,0,19,4,3,2,11,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,19.0
1,1060,3,1331,4,54,3,2,8319,1,11,1,0,3,2,4,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,3.0
1,935,3,1333,1,89,3,1,14669,4,12,3,0,10,4,4,2,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,2.5
0,495,1,1334,3,37,3,3,26582,0,13,4,0,21,3,2,8,2,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0.0
0,282,2,1336,4,58,1,3,6992,4,14,4,1,23,5,3,9,9,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,5.75
0,206,4,1338,4,99,3,2,4022,6,14,1,0,36,4,3,3,7,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,1,6.0
0,458,2,1340,3,74,3,3,8532,9,16,2,1,6,0,3,2,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0.6666666666666666
0,943,3,1344,4,86,3,4,5494,0,11,4,1,10,0,2,7,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0.0
0,523,3,1346,3,98,3,4,22455,1,13,3,0,9,4,3,8,8,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,9.0
0,1018,3,1349,3,66,3,1,4297,0,17,4,1,10,2,3,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
0,482,4,1350,3,87,3,3,2690,1,11,2,0,9,3,3,6,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,9.0
0,770,3,1352,3,84,3,2,17588,1,11,2,1,33,2,3,9,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,33.0
0,1009,2,1355,2,31,3,1,19461,3,15,4,1,11,3,3,7,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6666666666666665
0,507,2,1356,3,66,3,1,23553,1,12,4,0,10,6,4,8,9,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,10.0
0,882,1,1358,4,67,3,4,9075,3,11,3,3,7,6,2,2,1,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,2.3333333333333335
1,601,4,1360,3,53,2,1,12023,7,14,4,0,31,0,2,9,5,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,4.428571428571429
0,329,4,1361,2,88,3,2,6762,3,22,3,1,7,3,3,2,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,2.3333333333333335
0,607,3,1362,1,83,4,1,2261,2,16,4,1,17,2,2,7,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,8.5
0,855,3,1363,4,54,3,4,18706,1,11,3,0,11,2,3,9,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,1,11.0
0,1291,3,1364,3,98,4,4,6527,8,14,2,1,5,4,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0.625
0,1405,2,1367,4,82,2,2,24439,3,16,2,0,29,1,2,2,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,1,9.666666666666666
0,1124,3,1368,4,97,3,4,19305,1,15,3,0,0,5,4,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.0
0,817,3,1369,4,60,2,4,10846,0,12,2,1,10,0,3,7,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0.0
0,793,1,1371,4,43,1,4,20392,3,20,2,0,8,3,3,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2.6666666666666665
1,267,4,1372,1,85,4,3,9277,6,17,3,0,24,2,2,7,3,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,4.0
0,1369,3,1373,4,68,3,2,18235,4,12,1,1,33,0,3,16,15,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,1,8.25
0,999,1,1374,1,92,2,3,15891,1,20,3,3,5,2,3,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,5.0
0,1202,1,1375,2,89,4,3,13888,5,20,2,3,15,0,3,11,11,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0
0,285,3,1377,2,86,3,3,17491,4,13,1,2,10,1,3,7,7,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,2.5
1,703,3,1379,3,90,2,4,11882,7,14,3,0,3,3,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.42857142857142855
1,662,4,1380,4,67,3,3,23288,0,18,3,1,5,0,2,2,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.0
0,693,3,1382,4,57,4,3,15748,1,11,4,3,4,2,3,2,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,4.0
0,404,4,1383,3,98,3,4,6163,1,11,4,0,14,2,4,11,4,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,14.0
0,736,3,1387,3,48,2,1,24232,1,11,3,1,5,0,3,3,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,5.0
1,330,4,1389,4,98,3,3,21057,1,15,4,2,10,3,2,2,6,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,10.0
0,1498,4,1390,1,44,2,4,3567,3,12,4,2,8,2,4,4,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,2.6666666666666665
0,541,3,1391,2,52,3,2,15395,2,11,2,0,14,5,3,2,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,7.0
0,1200,3,1392,4,75,3,4,13953,3,14,1,2,12,4,2,2,3,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,4.0
0,1439,1,1394,3,54,3,3,5182,7,15,4,0,8,2,3,4,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,1.1428571428571428
